"","Linf","K","t0"
"1",59.5001632133874,0.201900026184408,-0.0256747803185586
"2",56.8872994232732,0.218616331641448,0.0456685705289551
"3",59.8126263000872,0.209838354336317,0.236829796690682
"4",63.9015299965271,0.170494485842218,-0.130727767010184
"5",57.9294391923924,0.209694407178505,0.0352119062289946
"6",64.0897595229913,0.178840265873527,-0.00316214378283109
"7",63.441196478726,0.17787487978609,-0.117203762325696
"8",57.1842508096093,0.221955902019285,0.165717923645641
"9",55.9827185449239,0.228140219003227,0.0901298304316952
"10",57.0582576963912,0.207048140072992,-0.0893185678295846
"11",61.2689164299422,0.190773202491009,-0.0624823622002391
"12",68.315607976995,0.149727002802666,-0.263365100757453
"13",61.1453638908961,0.194479579257315,0.0678381634582225
"14",58.4283006349821,0.208312653437069,-0.0134512253305831
"15",55.8063788467836,0.234659397120394,0.210037459193666
"16",58.2714647944204,0.213962022266354,0.120255702784441
"17",57.3284002872788,0.2134379462493,-0.0242800626495632
"18",59.6983453265157,0.201101582432662,0.0271608933072047
"19",59.1568023506688,0.198497787942137,-0.0508575699383557
"20",56.4675274429565,0.235585169777613,0.309565653447661
"21",65.4440667474944,0.171694870309749,-0.00763482537074394
"22",61.3664647023071,0.191440620617936,0.0582897468513181
"23",71.2336647365028,0.14542931333577,-0.150098198856436
"24",64.8533909956213,0.16198218304877,-0.194269434541474
"25",64.8057646327062,0.169678902135713,-0.121758095415972
"26",58.1830735724565,0.220932270983284,0.213521485360531
"27",56.6594967912282,0.236669984570701,0.31881643813869
"28",59.6400209865479,0.189472205932675,-0.207491795390404
"29",61.8777050641725,0.186540648539779,-0.0626686921143635
"30",59.1836684903233,0.201798777811409,-0.00743519325054576
"31",60.8164218412676,0.185677876833778,-0.111233204297678
"32",58.4159453150709,0.215677379810136,0.0851697649220062
"33",56.6279395731744,0.241923183277794,0.380573457625361
"34",59.6556352626946,0.20498453893888,0.0051258063731304
"35",58.470585341418,0.201270787965519,-0.169502020131734
"36",61.3243714135138,0.177635914032269,-0.289061490316431
"37",58.2783066459268,0.201075180321592,-0.117125234173086
"38",62.1090923318959,0.184801298645871,0.012414362702946
"39",54.9062941171281,0.26665764460784,0.581032178953315
"40",60.645068955556,0.180606340028872,-0.198029690080783
"41",59.5704445207152,0.200576519017449,0.0332501591855655
"42",62.9417671020484,0.180083378943124,-0.0365010809842608
"43",59.4682239213935,0.209250347196358,0.141195500738841
"44",59.0082459065093,0.207417436449431,0.134006760133633
"45",57.4024334890282,0.214819955596411,0.0984599140874222
"46",58.0458062211682,0.22392428837244,0.234413368384668
"47",60.9331015082962,0.194335315339987,0.0208931321553349
"48",60.2006316137328,0.195396006416905,-0.0519798966863574
"49",58.1375170074081,0.209113178711356,0.0461708405748564
"50",67.1077106432068,0.159591625154882,-0.23383286243982
"51",62.4604745035471,0.197520325367947,0.154043860653367
"52",66.3165977951256,0.164949428876331,-0.212837490042683
"53",56.2355323763351,0.24297064917893,0.28808966074908
"54",59.0334486323345,0.208111237631364,0.0489339934262508
"55",60.2677601712662,0.194529223966188,-0.140319367681388
"56",58.1900178119174,0.20326861853507,-0.0750205635518398
"57",62.341914707286,0.179042835687088,-0.122712840961859
"58",59.3549128376972,0.205260040675814,0.0867205565669616
"59",61.6547243812303,0.188242341829719,-0.0056153938842334
"60",60.9279348525665,0.176502843999875,-0.258716865972664
"61",57.284351346959,0.239839598841156,0.391126211218485
"62",60.530995776618,0.186892414702569,-0.146360640305641
"63",58.6833636906546,0.201715025648364,-0.0921867812567581
"64",62.7647830071182,0.187702411508138,0.123780209942876
"65",72.0688830568735,0.135094432315375,-0.494324800360808
"66",67.4592687851185,0.15467638998683,-0.269572270695356
"67",60.6209845277076,0.191403685149741,-0.0125839495769099
"68",57.205518535318,0.226978140081071,0.158082830671164
"69",60.1219008151375,0.1830840164018,-0.264932567343196
"70",60.6829205883256,0.188903511548774,-0.0556113796612677
"71",58.0502172959884,0.221272046475239,0.258450208500592
"72",55.1204813026134,0.23746572460087,0.213797532256764
"73",60.5658454625964,0.197137983398086,-0.114146871961445
"74",59.664381883762,0.212169659741293,0.21929220214742
"75",61.9644754512535,0.187578944870294,-0.135592306424037
"76",59.5144787364073,0.205540799702044,0.0384677700921919
