"","X","Linf","K","t_anchor","C","ts","phiL","MA","BS"
"151",151,85.8587215228526,0.110176614080618,0.71102905007655,0.243590648229817,0.65298712377612,2.90965825629687,5,2
"152",152,63.8966793119907,0.192260503768921,0.416703209280968,0.484883472323418,0.524166271090508,2.89484665315987,5,2
"153",153,70.4679248183966,0.159356638789177,0.150537088513374,0.364580497145653,0.610572025179863,2.89835312551564,5,2
"154",154,91.0775095471366,0.119864083769453,0.368172195394536,0.295811929367938,0.581184556685732,2.99751136325948,5,2
"155",155,68.2056475131446,0.173345769108502,0.2768719441795,0.784856775478829,0.310795518581967,2.90655391873894,5,2
"156",156,62.7575090529217,0.218089446752359,0.758582643845632,0.207618522404259,0.0221497338411358,2.93396604559027,5,2
"157",157,94.8895620816165,0.0973360242715465,0.620408187979569,0.734835153818632,0.537998517697264,2.94271048805367,5,2
"158",158,74.7664625161078,0.150989892140164,0.307965195640175,0.285439357657784,0.507108461500473,2.92636154091722,5,2
"159",159,68.5899642318805,0.139564228120886,0.570744588039815,0.47068659993345,0.360118573993752,2.81729527076455,5,2
"160",160,86.8040748536587,0.107833191752434,0.610590443015099,0.866625756025314,0.493068248033524,2.90983268565478,5,2
"161",161,68.9318183584677,0.164736208616565,0.113930526569357,0.481063595856628,0.381586856972204,2.89362853640384,5,2
"162",162,79.3385823220015,0.14151805639267,0.378378704190254,0.516421020030975,0.761789098381996,2.94978072719924,5,2
"163",163,70.5334133803844,0.159391656517982,0.231585115194321,0.6686000674963,0.363456934690475,2.89925538720066,5,2
"164",164,70.2933432972964,0.189665064887394,0.534273613093825,0.522514021968079,0.559861266024226,2.97181574345119,5,2
"165",165,73.3628679811954,0.158726349473,0.413229867815971,0.477254822850227,0.779500797390938,2.9316016298975,5,2
"166",166,95.9005589336157,0.0465920567512512,0.26945124566555,0.430035144090652,0.788348883390427,2.63195415900817,5,2
"167",167,87.1004655224498,0.0617766607564263,0.437900481832025,0.697967560445456,0.565913569489624,2.67086538181241,5,2
"168",168,66.6825042515993,0.178254067897797,0.12487904727459,0.737387135624886,0.833303481340408,2.89906325223281,5,2
"169",169,56.9565047498467,0.23473339000526,0.337541853191676,0.525413756718374,0.296797498367223,2.88166153105581,5,2
"170",170,73.5128469944218,0.117758030145769,0.511337249036373,0.835482954714701,0.610354154443293,2.80371701691646,5,2
"171",171,65.0898770242929,0.15779060125351,0.73875667154789,0.545909658074379,0.410153567790985,2.82510803307393,5,2
"172",172,66.2411644309759,0.181860014796257,0.349840477108955,0.433263674378395,0.746845230460167,2.90199313840459,5,2
"173",173,66.935498461428,0.183625357808979,0.369486056035385,0.818012195406482,0.33935414886896,2.91524565881825,5,2
"174",174,69.3453952649724,0.136743919810364,0.504596881864538,0.742502422579856,0.227966338928824,2.81794328085094,5,2
"175",175,69.2148893824975,0.185892473877879,0.41496624538127,0.323891468346119,0.323589050831432,2.94966086540506,5,2
"176",176,81.5431103408337,0.119172126054764,0.728323593735695,0.898659214377403,0.556216046214104,2.89894923321532,5,2
"177",177,55.5835987478495,0.327363714575768,0.405288606882095,0.317807793617249,0.640336319804192,3.00492386327689,5,2
"178",178,63.8907252252102,0.200011238455772,0.528210610151291,0.47238264977932,0.653349310159683,2.91193003467014,5,2
"179",179,85.1454345921103,0.112765092116517,0.598854545812448,0.59725683318956,0.432816787893403,2.91249741204064,5,2
"180",180,65.3493023216724,0.15274852514267,0.600323483347893,0.622488960623741,0.424479752779007,2.81445893632657,5,2
"181",181,83.4933959245682,0.133664935827255,0.360820844769478,0.698213785886765,0.858446210622787,2.96932174513881,5,2
"182",182,70.0574253558108,0.161415175684933,0.32418666498388,0.564683086194307,0.642845708411187,2.89885270862576,5,2
"183",183,66.5173812508583,0.15040422976017,0.690422400832176,0.609184131026268,0.576359510421753,2.82313033586861,5,2
"184",184,95.5681643038988,0.0582543164491653,0.332923069596291,0.333713367581367,0.464039787650108,2.72595459876628,5,2
"185",185,62.4392869029426,0.17298059282686,0.995420105056837,0.801948628705489,0.461034716935107,2.82891325014717,5,2
"186",186,75.262308985374,0.135321534661589,0.81146741655838,0.538929002472587,0.694503550714003,2.88452199038089,5,2
"187",187,69.8567053228617,0.16587832570076,0.365594044327736,0.528037846088409,0.550926119089127,2.90820584113892,5,2
"188",188,75.7160854969352,0.10629774818915,0.261438570890825,0.786230557979587,0.460830875544652,2.78490037043681,5,2
"189",189,96.6156456424526,0.0464270493844148,0.403451499529183,0.599969268481466,0.631428193766624,2.63686600434079,5,2
"190",190,65.9594203911716,0.188889517247295,0.477166618800956,0.399183336229852,0.76274448139725,2.91476151804113,5,2
"191",191,76.1287618875504,0.1287771910429,0.669283926486969,0.509132847189903,0.408388510346413,2.87293648128783,5,2
"192",192,57.6127052903175,0.212666407227516,0.185940951108932,0.763874053955078,0.680842936038971,2.84873543148899,5,2
"193",193,95.5035519725198,0.0908746168799033,0.522550119141745,0.551208066449992,0.417153886915574,2.91848164128939,5,2
"194",194,61.5395040067704,0.218465380014886,0.58181658558441,0.404370511714473,0.12912005581893,2.91769060779522,5,2
"195",195,64.5541718054893,0.180835781268043,0.206168316273241,0.746099367504939,0.63571181693136,2.87713299426552,5,2
"196",196,70.5595696571824,0.0823895764503813,0.45245220602196,0.553176323479726,0.441173874920187,2.61298411697515,5,2
"197",197,68.2298354357481,0.143213286995888,0.693054974079132,0.363411203026772,0.504202827811241,2.82393196027722,5,2
"198",198,64.878955245018,0.19693711400032,0.365007981657982,0.495005771517754,0.276242062449455,2.91853526480327,5,2
"199",199,73.0970261991024,0.0986119955778122,0.710509479045868,0.359596878290176,0.689211755990982,2.72172916545577,5,2
"200",200,68.0456005321663,0.172724768195033,0.201116839695932,0.722758566948607,0.530531762686326,2.90295472104809,5,2
"201",1,82.6455366760492,0.142836079001427,0.651802465319633,0.601194962859154,0.83201377093792,2.98927672824099,5,2
"202",2,64.2273441170117,0.208587663513515,0.703532895437953,0.574708038121196,0.750733664388386,2.93472854690404,5,2
"203",3,86.5010709762573,0.109448865056038,0.700834691524506,0.36840645968914,0.612974315881729,2.9132542315167,5,2
"204",4,65.2141618132591,0.19133760035038,0.431666404008865,0.353603422641754,0.768797025084496,2.91048415645423,5,2
"205",5,65.0271352082491,0.198378250002861,0.343350514769554,0.513840869069099,0.362947702407837,2.92368329769361,5,2
"206",6,64.5674171000719,0.202018603682518,0.454689636826515,0.629604384303093,0.364301458001137,2.92541819222808,5,2
"207",7,63.1838163882494,0.179909005761147,0.213417083024979,0.713629841804504,0.320133283734322,2.8562646121787,5,2
"208",8,62.6023871600628,0.168613448739052,0.733721479773521,0.656194001436234,0.488000154495239,2.82007399950163,5,2
"209",9,69.6624331702142,0.0726298332257645,0.646115400996,0.762348191161402,0.391693142824257,2.54711232578484,5,2
"210",10,81.0746766477823,0.141430795192719,0.272556513547897,0.499742925167084,0.494084790349007,2.96831443367699,5,2
"211",11,74.6776457101531,0.156611917956161,0.556837391038774,0.686324389886662,0.724865010554919,2.94120604402727,5,2
"212",12,70.5926548689604,0.179290547966957,0.5102469176054,0.537391662597656,0.438613414764404,2.95107642510977,5,2
"213",13,73.3059965602412,0.123767539390381,0.586638733140122,0.737042352182141,0.454416499764717,2.82288576116662,5,2
"214",14,86.0905621716696,0.0996072017760156,0.573153618187955,0.719465417113135,0.56550934817642,2.86820182735756,5,2
"215",15,62.6211015162102,0.218613950985691,0.72825148736407,0.655087006397837,0.912128369132026,2.93311927860049,5,2
"216",16,65.9969254136086,0.184254467487335,0.367453187704086,0.15603019297123,0.742688775062561,2.90446543392395,5,2
"217",17,70.7113460775968,0.132299035083889,0.576647752162102,0.390563553072143,0.228069246869345,2.82053488600138,5,2
"218",18,75.4332909286022,0.123284518718719,0.573845267295837,0.671715721487999,0.442828983068466,2.84603465429054,5,2
"219",19,98.5015927553177,0.0857630521059036,0.518650531768799,0.809888377785683,0.667681723833084,2.92018673420207,5,2
"220",20,78.5580994784832,0.0633920729160309,0.587241813540459,0.488315969705582,0.430859923362732,2.59241688982271,5,2
"221",21,73.1832972408453,0.116245137748981,0.50682252337392,0.915738621690799,0.517201450291627,2.79419874153284,5,2
"222",22,61.05852816053,0.225279221571982,0.448849023483609,0.349178184945253,0.175387977966566,2.92421379931119,5,2
"223",23,64.0797041505575,0.438061222434044,0.414200872182846,0.244089543819427,0.779999554157257,3.25497580672405,5,2
"224",24,62.2405289113522,0.168275758624077,0.665993496775627,0.674179345369339,0.509281694889069,2.81416810627085,5,2
"225",25,73.7866341173649,0.119095787405968,0.402035906910896,0.65824918448925,0.416780605912209,2.81185179978492,5,2
"226",26,70.155112023929,0.161561327804767,0.232547244293347,0.244926536968987,0.498519826500652,2.90045605869213,5,2
"227",27,46.3826416730881,0.376670807600021,0.668837755918503,0.665092989802361,0.349033087491989,2.90867292276546,5,2
"228",28,67.3203104585409,0.178852215409279,0.326923862099648,0.215539067983627,0.457537949085236,2.90878654429947,5,2
"229",29,68.533723294735,0.140945851802826,0.662216931581497,0.430285111069679,0.359311267733574,2.82086095216343,5,2
"230",30,76.5712634742254,0.146285162242582,0.266631272729758,0.290996947058748,0.795751510165422,2.93333190428413,5,2
"231",31,77.4008792271286,0.125106600096402,0.684904501218209,0.553088475697708,0.437983761258948,2.874772009909,5,2
"232",32,70.4458368271589,0.165509164333344,0.37160237133503,0.395375072956085,0.643194273114204,2.91453271087273,5,2
"233",33,66.0551380943222,0.110161664371379,0.541559393166765,0.923078153282404,0.666744549907384,2.68184369847352,5,2
"234",34,60.3396804571547,0.237784898314885,0.63361747383706,0.813374090008438,0.705483353680592,2.93739028105241,5,2
"235",35,74.303462266922,0.119106531143188,0.515126824378967,0.676330074667931,0.438542723655701,2.81795367794424,5,2
"236",36,75.411139466064,0.154616566568849,0.44391505179571,0.896308545833532,0.593840936202906,2.94412703115233,5,2
"237",37,62.7828773224909,0.230797145810051,0.802931786285733,0.690366909946006,0.22415082232185,2.95891286458484,5,2
"238",38,58.2986888291543,0.210102720583173,0.144350834469747,0.311537409454714,0.35019760533988,2.85374925072048,5,2
"239",39,65.6987341046333,0.180327326059341,0.395750984549522,0.530328288674355,0.594511106610298,2.891175546052,5,2
"240",40,66.6420290470123,0.180782824754715,0.380942568182945,0.349118202924728,0.612486824393272,2.90465359110789,5,2
"241",41,59.1460102945566,0.240653172135353,0.596707567572594,0.40178656578064,0.404028549790382,2.92524249971084,5,2
"242",42,69.8787039518356,0.178572177886963,0.606146931648254,0.383368417620659,0.0184144675731659,2.94050347831634,5,2
