"","X","Linf","K","t_anchor","C","ts","phiL","MA","BS"
"481",81,80.5495103150606,0.140573993325233,0.48199550807476,0.438663929700851,0.773834630846977,2.9600307912448,7,2
"482",82,90.5482966107316,0.290177868674509,0.012727594235912,0.823646217817441,0.843129312386736,3.37642485614262,7,2
"483",83,95.4945405496137,0.0594199545344411,0.455216635870112,0.37941082556064,0.294973644786104,2.73388940227025,7,2
"484",84,74.8336613625288,0.1592086404562,0.503967747092247,0.367522194981575,0.192850932478905,2.95016062241646,7,2
"485",85,81.5659545809031,0.112261652946472,0.53881947696209,0.473564520478249,0.57293389737606,2.87324927886166,7,2
"486",86,93.6254465281963,0.127847477793694,0.432236924767494,0.307810485363007,0.296853289008141,3.04947996856868,7,2
"487",87,73.3223871385674,0.171698180011348,0.431371446586017,0.578968446214774,0.2281429612785,2.96523888316803,7,2
"488",88,66.22206351161,0.185473725199699,0.344324663281441,0.752588853240013,0.178794369101524,2.91028781367214,7,2
"489",89,67.2523659318686,0.214893758296967,0.850858509540558,0.853437945246696,0.838751494884491,2.98763893612531,7,2
"490",90,86.6212822199953,0.127092155368264,0.226041869371382,0.39176722663187,0.623805071127134,2.97936796125975,7,2
"491",91,63.5573066025972,0.197438657283783,0.463442713022232,0.409638449549675,0.589126840233803,2.90176315812139,7,2
"492",92,67.9970667362213,0.167475432157516,0.212337329983711,0.305810213088989,0.57985745370388,2.88893146407746,7,2
"493",93,70.9502652734518,0.131228998303413,0.504899337887764,0.709755375981331,0.337783396244049,2.81993786091637,7,2
"494",94,103.95315644145,0.0959730446338654,0.253403380513191,0.376468062400818,0.26336781680584,3.0158246341485,7,2
"495",95,66.4922645784766,0.190239556265357,0.495165214947366,0.551699017807231,0.146919850362801,2.92484307289452,7,2
"496",96,77.0274119228125,0.144153505563736,0.24075074493885,0.372667923569679,0.718506291508675,2.93211582026071,7,2
"497",97,81.1447243541479,0.147844880819321,0.585956931114197,0.541755989193916,0.287680923938751,2.98832687014173,7,2
"498",98,66.8364452719688,0.194955199956894,0.512451753020287,0.227804780006409,0.701501980423927,2.93996151078525,7,2
"499",99,92.0722464723037,0.0735995636350153,0.27469441917104,0.178246815119928,0.461963164314492,2.79513271873182,7,2
"500",100,67.6223367601673,0.345013600328798,0.219230184204742,0.778383163726645,0.501769007245041,3.19801656353709,7,2
"501",1,67.9873348325491,0.168461605906487,0.152396500110626,0.490110859274864,0.683571711182594,2.89135696991809,7,2
"502",2,67.8292060290711,0.130015504431414,0.931388543246078,0.307404042181439,0.320578982948134,2.77682861225829,7,2
"503",3,85.7585425078869,0.128090187907219,0.311245858669281,0.594428107142448,0.476519480347633,2.97407064565151,7,2
"504",4,83.4222160875153,0.137830887973752,0.54944324697571,0.852947740073685,0.792970035714508,2.98190999924373,7,2
"505",5,61.2578876748367,0.262413113170477,0.84676549997897,0.371929345902504,0.854092312403768,2.9933095679198,7,2
"506",6,102.295649528503,0.0897351652383804,0.674710661172867,0.38253690302372,0.435575664043427,2.97267699535977,7,2
"507",7,57.5744905730743,0.221205135766701,0.408235259033117,0.506291671740694,0.290063857286041,2.86525541377031,7,2
"508",8,89.9839885830879,0.101104557514191,0.604074895381927,0.274142429232597,0.534493431448936,2.91310121195922,7,2
"509",9,74.9796267747879,0.115928411483765,0.530984804034233,0.284603893756866,0.719123050570488,2.81407643357508,7,2
"510",10,74.0533049556936,0.117221106436371,0.568119318671195,0.338330735855387,0.518406375362432,2.80809470751698,7,2
"511",11,86.003658875823,0.157368525862694,0.492751732468605,0.588205307722092,0.271684050559998,3.06595173249639,7,2
"512",12,77.9684789344754,0.144074072356677,0.353727005213661,0.461425744027503,0.560064114680266,2.94242395553423,7,2
"513",13,72.5404742062092,0.156614944338799,0.248542651534081,0.401183590292931,0.193131268024445,2.9159939810519,7,2
"514",14,86.6102447382931,0.0765677588062359,0.767473625026066,0.67596058966592,0.7111548781913,2.75918446677932,7,2
"515",15,65.8917347937822,0.318512767553329,0.434439271688461,0.820783123373985,0.325697511434555,3.1407887292285,7,2
"516",16,59.7915252639206,0.190710104673669,0.0378768565150204,0.083286302320811,0.582125538495753,2.83365296908576,7,2
"517",17,88.1020549974252,0.153908276395748,0.502872429089621,0.288721901604676,0.37016085254694,3.07723405164913,7,2
"518",18,96.5692170697368,0.053063768397551,0.508177869610491,0.131048330842851,0.11880254018635,2.69447550956612,7,2
"519",19,70.1084361747972,0.183959585148091,0.46426929332687,0.59680281452281,0.354967403174273,2.95626298137725,7,2
"520",20,93.0518101006746,0.0979941636323929,0.667788058519363,0.289568021893501,0.358915135264397,2.9286498620349,7,2
"521",21,86.054194226861,0.131202667951584,0.513147696852684,0.43854133784771,0.806918010115623,2.98748675116097,7,2
"522",22,79.6077789895282,0.141958509582226,0.142729594914037,0.82494154638055,0.73889742817552,2.95407244610808,7,2
"523",23,79.6920914202929,0.123394981026649,0.748414218425751,0.41778764128685,0.636663168668747,2.89412794453376,7,2
"524",24,92.3927903473377,0.0727073401212692,0.633254393935204,0.510128438472748,0.468509957194328,2.79285442378456,7,2
"525",25,61.7037490985505,0.203506611075718,0.410847722503276,0.619045301117372,0.670088340437736,2.88920162703171,7,2
"526",26,65.9663983434439,0.188337087631226,0.537829905748367,0.568106487393379,0.8008042126894,2.91358139631143,7,2
"527",27,91.1738791465759,0.062519758939743,0.615853294730186,0.369717389345169,0.915699228644371,2.71575816079045,7,2
"528",28,80.7323429554987,0.128509311376179,0.70708786697778,0.909121673040464,0.494123071762406,2.92302970929646,7,2
"529",29,84.8125228244662,0.102828768568732,0.537265788456705,0.635318343666013,0.465408303363419,2.86903459867894,7,2
"530",30,67.8856956064701,0.196460142731667,0.455184087157249,0.437253937125206,0.186548411846161,2.95683100015247,7,2
"531",31,76.4802284676933,0.145818625297415,0.379152304888118,0.716596050356198,0.717487392418419,2.9309113528714,7,2
"532",32,69.5646400749683,0.168626874685287,0.343693941831589,0.341558218002319,0.245915874838829,2.91170387580832,7,2
"533",33,109.474189355969,0.0626605600118637,0.747747913002968,0.605846986174583,0.671489372849464,2.87561774790167,7,2
"534",34,93.8931019644166,0.118060550635509,0.543899040281988,0.435865606438704,0.806757829665039,3.01737217877686,7,2
"535",35,57.0383270978928,0.331009596586227,0.382254108786583,0.561719864606857,0.628810226917267,3.03217414380073,7,2
"536",36,72.3095844984055,0.12577049434185,0.549377009272575,0.693078055977821,0.441450521349907,2.81797049995882,7,2
"537",37,79.5311008191553,0.0945922915409482,0.606586475859849,0.0400924701243639,0.965100413654,2.77692973402216,7,2
"538",38,73.6550726898681,0.121985166604249,0.56542536182705,0.603262147009709,0.510324419725076,2.8207123485841,7,2
"539",39,91.9717782411572,0.0690357375107343,0.764878443355573,0.647021584435002,0.728060823341015,2.76638313577816,7,2
"540",40,77.0380941033363,0.106613904237747,0.503337740898132,0.478254616260529,0.638359948992729,2.80122490755294,7,2
"541",41,84.3991668373346,0.143576800823212,0.668390527367592,0.536401629447937,0.736281141638756,3.00976059100977,7,2
"542",42,82.248830139637,0.134753704071045,0.347661405801773,0.0929119139909744,0.763385891914368,2.95980017080338,7,2
"543",43,79.0011929000484,0.153041586801784,0.407434053350359,0.525519757743314,0.348614179765792,2.98007675817255,7,2
"544",44,69.3937064538816,0.136853974706164,0.609734287083685,0.339311054674909,0.257391017481937,2.8188975845809,7,2
"545",45,64.9157447273055,0.155232606606259,0.7560633637354,0.456763189293149,0.476673603806304,2.81568303760981,7,2
"546",46,59.8195709150451,0.219729570995711,0.509325617913389,0.676434456822065,0.781436783918436,2.89557509482645,7,2
"547",47,59.9480573385954,0.298622086644173,0.333371728658676,0.488952219486237,0.582335293292999,3.03067215385757,7,2
"548",48,77.7517490421191,0.123739234179454,0.761965305199553,0.525506537314279,0.550657825452162,2.87392775856014,7,2
"549",49,69.9696957613202,0.181864757267978,0.348114717345761,0.715641526629778,0.479743025500351,2.94956851837154,7,2
"550",50,65.2592023219563,0.19300882827827,0.372139740499658,0.630583981560834,0.170029521634834,2.91486069622278,7,2
"551",51,75.7130283695992,0.144073173131728,0.204339537960879,0.140560241544835,0.745130506787438,2.9169243562561,7,2
"552",52,95.6450095027685,0.104221150279045,0.149241507053375,0.443862974643707,0.19921886920929,2.97928049141679,7,2
"553",53,87.6442545378366,0.0892870596993912,0.413497998194051,0.399567001002091,0.23312368369163,2.83623542444543,7,2
"554",54,60.0402990133955,0.222463842850939,0.434641072625156,0.457478881891841,0.0860573360773584,2.90414512788392,7,2
"555",55,71.8171507120132,0.159820377826691,0.280878528952599,0.62652875483036,0.69952979683876,2.91608849472623,7,2
"556",56,68.3800659010602,0.168148923597919,0.198799651784513,0.231697501428996,0.720711243310839,2.8955531215531,7,2
"557",57,99.4382572463378,0.0983720340971011,0.848339367691867,0.415623365901411,0.525252011314018,2.98797866016855,7,2
"558",58,75.1974569708109,0.176632940769196,0.583825126290321,0.448222324252129,0.251208394765854,2.9994780073026,7,2
"559",59,71.4638351649046,0.136883974075317,0.566589742898941,0.571114107966423,0.356631085276604,2.84452524386081,7,2
"560",60,66.2136839493272,0.201848390698591,0.69425991216344,0.582770981615206,0.662508705833299,2.94692079424241,7,2
"561",61,70.8617879104701,0.168913882070668,0.380276211401274,0.424792042409834,0.407350926079756,2.92848955482811,7,2
"562",62,81.8993585556746,0.120445415377617,0.742408186197281,0.301779970526695,0.361589223146439,2.90735127437479,7,2
"563",63,47.6602905010471,0.341936319213449,0.635252778543159,0.181581570938088,0.276486710727059,2.89025860270084,7,2
"564",64,61.8918143542083,0.199641045194421,0.327722710882787,0.38079778265249,0.344325403150403,2.88351626327521,7,2
"565",65,84.9119945516314,0.134557329583496,0.571761553555849,0.450234993551295,0.820764916380155,2.98684544439544,7,2
"566",66,83.8544265759643,0.138581710353028,0.593515172367916,0.742162839043885,0.832930218661204,2.98875790390082,7,2
"567",67,98.3744472414255,0.0527405738830566,0.985664322972298,0.619924530386925,0.672854408621788,2.70790946135968,7,2
"568",68,77.9612816339826,0.141162267765137,0.0776255559547797,0.667590378673793,0.622126936899207,2.93347656672398,7,2
"569",69,77.6725464016199,0.143912881612778,0.396011024713516,0.514908775687218,0.746402859687805,2.9386347557144,7,2
"570",70,69.4310649556449,0.159300981460977,0.175429299939424,0.568296119196297,0.583077202727577,2.88532610482614,7,2
"571",71,82.5080830080377,0.135105202527385,0.480808385743717,0.267472393286816,0.686235328885108,2.96366506650001,7,2
"572",72,59.4812802225351,0.226404696702957,0.55996809899807,0.3482556194067,0.739025920629501,2.90364604657151,7,2
"573",73,66.0603514067181,0.172603900733087,0.151959961972449,0.359298004129086,0.229301746770974,2.87693236542056,7,2
"574",74,98.6264090774661,0.0544682027121626,0.33140004202193,0.357068689991014,0.305221778763499,2.72412948716152,7,2
"575",75,62.1732639200773,0.230135189163298,0.534611679195794,0.691155850897895,0.294560302739409,2.94919036458084,7,2
"576",76,69.0218707401134,0.182835127335724,0.62516782623962,0.371635996535607,0.575937015841902,2.94003309067117,7,2
"577",77,74.4283158928156,0.165258601307869,0.389516398310661,0.751996830105782,0.324234515428543,2.96164045715369,7,2
"578",78,72.5953866428917,0.173860761841202,0.626986860944662,0.30428433362714,0.2139382404566,2.96201962360923,7,2
"579",79,63.6414090601979,0.20821760851992,0.464986222058772,0.547875743536405,0.357140356749729,2.92599702734684,7,2
"580",80,76.5665243809981,0.113334554327562,0.44127140406796,0.601838739297815,0.382017995873531,2.82244020798922,7,2
"581",81,63.4276093840599,0.203938141465187,0.365879282355309,0.557646632194519,0.355676740407944,2.91405514305203,7,2
"582",82,95.2622115761042,0.0930659472942352,0.712774023413658,0.718862652778625,0.207410469651222,2.92663212173598,7,2
"583",83,67.4453797489405,0.178037106990814,0.455816388130188,0.646095931529999,0.574636712670326,2.90841493719746,7,2
"584",84,97.7064623683691,0.0560011267662048,0.196701183915138,0.226819887757301,0.282741025090218,2.72804334365274,7,2
"585",85,59.8768732714679,0.221747357354877,0.355796926288264,0.660880432175067,0.509685737901287,2.9003766803037,7,2
"586",86,85.6286238729954,0.0985819101333618,0.465765908360481,0.683936715126038,0.430470019578934,2.85903515800547,7,2
"587",87,71.9831631722015,0.173055813946302,0.542899203976536,0.678626737762417,0.903381383289325,2.95264804841133,7,2
"588",88,71.7750221192837,0.189856067299843,0.744807526469231,0.78429289162159,0.128194957971573,2.99037115062006,7,2
"589",89,61.252864141357,0.192649013691732,0.258045696428763,0.584475711573325,0.262852148272197,2.85901959152925,7,2
"590",90,66.928546205163,0.200632274150848,0.442322909832001,0.401360228657722,0.232859447598457,2.95362357894724,7,2
"591",91,65.9596294820243,0.175240978138939,0.311654236122928,0.52529679944032,0.487621658449079,2.88219208340047,7,2
"592",92,65.5031745737845,0.196682352255585,0.616791970904669,0.278681277688008,0.0574910067953169,2.92629009033649,7,2
"593",93,76.2003887153752,0.136092190290028,0.863886101006879,0.482951120473444,0.448944927783107,2.89774757729803,7,2
"594",94,70.4500995969104,0.188083008481411,0.779319795468956,0.619047597568571,0.810270286587739,2.97011278576464,7,2
"595",95,92.0080250203609,0.11642362177372,0.419379949569702,0.747283697128296,0.706792443990707,2.99369252252806,7,2
"596",96,58.820309728384,0.242826014757156,0.518991708755493,0.727918282151222,0.318270340561867,2.92434982636308,7,2
"597",97,89.5648303180933,0.121441692113876,0.251144349575043,0.49537056684494,0.576975584030151,2.98864282477913,7,2
"598",98,66.2734049850674,0.209230697975731,0.710861001700469,0.402016389977068,0.901303615309977,2.96330397238746,7,2
"599",99,89.5033905506134,0.152446165680885,0.719273760914803,0.804463446140289,0.306750267744064,3.08679548046235,7,2
"600",100,73.3766532689333,0.0926646441221237,0.174188390374184,0.47995214164257,0.793016731739044,2.6980298613161,7,2
"601",101,73.2403141111135,0.122516766190529,0.549792408943176,0.365100741386414,0.566833421587944,2.81769592160447,7,2
"602",102,78.9894616747935,0.146219333949468,0.486515129707348,0.528089386539839,0.872748047639936,2.96014310940336,7,2
"603",103,78.83334938337,0.102838045879339,0.363894837333242,0.622204153475345,0.644186131010803,2.80557377316708,7,2
"604",104,60.3130332380533,0.254165470600128,0.730979263782501,0.199506506323814,0.146143719553947,2.96593889033224,7,2
"605",105,72.0999158918858,0.12849172949791,0.591003388166428,0.627386838197708,0.527309074997902,2.82474469094421,7,2
"606",106,65.8364515453577,0.154849842190742,0.7332713752985,0.508728921413422,0.424569800496101,2.82684359753975,7,2
"607",107,66.6773374378681,0.182698279619217,0.401155367493629,0.368721500039101,0.517608985304832,2.90969095630686,7,2
"608",108,72.4172236515299,0.181337473931307,0.469448084540934,0.638127044325655,0.4978133982277,2.97817130305698,7,2
"609",109,74.7774804658654,0.156337046969448,0.35634327021318,0.57143993208348,0.413511724547551,2.94160356047083,7,2
"610",110,78.6799141466618,0.15077306330204,0.386000260710716,0.98158922791481,0.921846553683281,2.97005151332941,7,2
"611",111,63.3394398945567,0.208309318390675,0.446782782711102,0.396957241186095,0.591853674180269,2.92205713511002,7,2
"612",112,62.0955887526164,0.273981980657237,0.28741854144907,0.715792818395713,0.435819746718323,3.02384349923807,7,2
"613",113,75.3428819110815,0.152825514048821,0.410767579506087,0.354615180843783,0.258956798428709,2.93828032169754,7,2
"614",114,78.7083317047675,0.0727095791661249,0.381895338185132,0.651546857540724,0.557144650409119,2.6536330454578,7,2
"615",115,93.6444849931594,0.123774434865174,0.602690301498456,0.265137378519009,0.865298538244566,3.0355953631856,7,2
"616",116,73.676899591706,0.186235358403039,0.823931331062868,0.69786225235611,0.513643692801639,3.00472482298792,7,2
"617",117,55.7791171073914,0.239690572023392,0.450723692774773,0.480866700410843,0.699778243899345,2.87259422347257,7,2
"618",118,76.0403552055359,0.156466037034988,0.433883816003799,0.639383226633072,0.428634390234947,2.9565083567268,7,2
"619",119,80.619559505358,0.0740708645190528,0.634030588377249,0.660978661516127,0.700191027651918,2.68252825534631,7,2
"620",120,66.2533257463481,0.22179695337015,0.773897604426381,0.450510645237588,0.205762996001532,2.98837094357383,7,2
"621",121,75.6051338016987,0.156871899962425,0.571841612458229,0.501704543828964,0.684684798121452,2.95264772920601,7,2
"622",122,73.6810170319304,0.170771925085641,0.574398809561585,0.180444055977419,0.483071651411712,2.96712769792863,7,2
"623",123,76.6878041327,0.16267603635788,0.344483345746994,0.673668220639229,0.272040590643883,2.98077618701505,7,2
"624",124,91.9767134934664,0.0797828435897827,0.528925567865372,0.469446688890457,0.71141143143177,2.8292652858691,7,2
"625",125,44.4089804440737,0.387877106666565,0.824637442827225,0.0449225455522537,0.126278340816498,2.88363575259682,7,2
"626",126,77.1314806044102,0.155980244278908,0.600403621792793,0.304994881153107,0.752320721745491,2.96753293233893,7,2
"627",127,74.5459267805453,0.159676643868357,0.349440016026236,0.668679179417956,0.679735601378431,2.94808923273129,7,2
"628",128,63.0747448878257,0.194751197609146,0.473905855344441,0.702703137291188,0.663166061714123,2.88919114230754,7,2
"629",129,77.2239840926315,0.149554098974952,0.247526007214958,0.213225692704978,0.1743515323488,2.95030272810608,7,2
"630",130,79.4680036902428,0.133408069610596,0.169566944241524,0.537117376923561,0.18578565120697,2.92556670660514,7,2
"631",131,73.7492941319942,0.12978208065033,0.794228583574295,0.674873411655426,0.743906483054161,2.84873046835026,7,2
"632",132,85.3267216235399,0.121861100196838,0.202725201845169,0.496671035885811,0.576009944081306,2.94803521419884,7,2
"633",133,76.194841874324,0.113690970495662,0.382813010295602,0.929202248109505,0.150833365606081,2.81957711796873,7,2
"634",134,58.2135121544353,0.30985856979804,0.328892889214076,0.315928707488289,0.66043324859649,3.02121111610074,7,2
"635",135,71.5388273354013,0.160848634919085,0.338265017934077,0.358706787697725,0.347844551879536,2.91550101333886,7,2
"636",136,76.5038026468809,0.228807490816567,0.423602988298364,0.377189902411792,0.664851584218059,3.12683628339117,7,2
"637",137,84.0508845430954,0.06993466294651,0.634755106177181,0.385195541401971,0.526414722028003,2.69377706266086,7,2
"638",138,87.7841658741236,0.108568727970123,0.749148577451706,0.252317562699318,0.554799273610115,2.9225371231514,7,2
"639",139,73.7778883725405,0.167327478528023,0.363560810685158,0.579634219408035,0.390634879469872,2.95941970857691,7,2
"640",140,93.0483253598213,0.0603787750005722,0.470792457461357,0.638545215129852,0.759525120258331,2.7183014201763,7,2
"641",141,82.2435388365592,0.116403909479349,0.738732953020692,0.5172418038859,0.684489366704076,2.89617114494334,7,2
"642",142,64.5235894428184,0.199825234250134,0.578715158428968,0.423078753111454,0.888436508107743,2.92008736907668,7,2
"643",143,65.3228354878956,0.15366258018681,0.728474290557247,0.597963622037408,0.500789717628943,2.81669817730957,7,2
"644",144,96.555697530508,0.0559180527925491,0.295605361461639,0.635582640767097,0.759162127971649,2.71710785096105,7,2
"645",145,75.8023375826058,0.165566388217284,0.447327422146469,0.471508089559868,0.491854121410786,2.97833737199052,7,2
"646",146,83.1157349836929,0.0859471680921938,0.401852790565063,0.585251038172915,0.568420492982811,2.77359807082115,7,2
"647",147,49.9006526619196,0.341484859585762,0.76454097032547,0.509414970874786,0.231639951467514,2.92958390492247,7,2
"648",148,73.5005359351635,0.0978252738714218,0.498503103852272,0.603444024920464,0.143060609698296,2.72303208400318,7,2
"649",149,107.029621943831,0.0871482789516449,0.0637091100215912,0.714232191443443,0.255238577723503,2.99926679764211,7,2
"650",150,76.7723971009254,0.160656094551086,0.510266214609146,0.430935636162758,0.649625986814499,2.976307407331,7,2
"651",151,66.8850744217634,0.203689068555832,0.504398301243782,0.431961879134178,0.265456840395927,2.95962615148314,7,2
"652",152,99.4601535797119,0.100626349449158,0.171464651823044,0.868219688534737,0.720993533730507,2.99800996852935,7,2
"653",153,89.807959204821,0.0702962805845287,0.396230010343477,0.373045394737901,0.32130820670577,2.75356200205967,7,2
"654",154,63.5637509571681,0.161938651415816,0.789418675401952,0.545720326442137,0.443227116073751,2.81576955310127,7,2
"655",155,66.1264940947294,0.195258170366287,0.506440073251724,0.654336780309677,0.212396949529648,2.93136021114801,7,2
"656",156,75.013521886991,0.162027728615545,0.313939995600426,0.648399779279168,0.0835198951494918,2.9598684560488,7,2
"657",157,80.7750896284691,0.140276309428562,0.39794646709745,0.853829040657729,0.692789719296958,2.961539228547,7,2
"658",158,59.2285864447011,0.459819077025168,0.0027996099088341,0.631070273695514,0.914701451081783,3.20764972106414,7,2
"659",159,90.2531259059906,0.132113546133041,0.347149178385735,0.631946951150894,0.41642814874649,3.03187185500592,7,2
"660",160,100.170625228228,0.093476581214752,0.789370255815486,0.239198985488112,0.565881378913882,2.97218358922887,7,2
"661",161,66.073105901407,0.179947021826421,0.19965715380063,0.501921209534121,0.647233415823391,2.89519410772926,7,2
"662",162,77.8173067718744,0.108855798840523,0.307462379336357,0.226749390363693,0.235303923487663,2.81900396114168,7,2
"663",163,45.059838766968,0.28160202754224,0.132899171759973,0.327665654896112,0.416344900382683,2.75721504421114,7,2
"664",164,67.7190902194489,0.125580722150952,0.429309687363815,0.335750503790082,0.291176683745561,2.76034520592208,7,2
"665",165,73.4042222052813,0.0985555499792099,0.575573772192001,0.48589913547039,0.32045179605484,2.72512316825995,7,2
"666",166,63.6583996156522,0.224982318714539,0.681141188490556,0.615840430091092,0.722620221213286,2.95985982074554,7,2
"667",167,87.1538260579109,0.123921796679497,0.376006305217743,0.488410472869873,0.745801702141762,2.97372061624683,7,2
"668",168,89.5258768546142,0.121042045973677,0.393478354783954,0.518650139354665,0.813103835737039,2.98683342269695,7,2
"669",169,72.516783863306,0.167632907629013,0.404844537377357,0.352592512965202,0.523910269141197,2.94523634758343,7,2
"670",170,74.8840359151855,0.173904517523558,0.587957257065034,0.430704415594145,0.34824534905515,2.98908934962038,7,2
"671",171,64.1665904168625,0.190847437159962,0.39916418402349,0.329585227497925,0.576165714423188,2.89530425839524,7,2
"672",172,61.5663266330957,0.150424867868423,0.527081176638603,0.567255303263664,0.569128960371017,2.75600612288306,7,2
"673",173,57.2310037939479,0.23110345818686,0.427637868750232,0.396813596395155,0.357785379266357,2.87906917065148,7,2
"674",174,70.4375056326389,0.11701475083828,0.616165310144424,0.76316025853157,0.707674130797386,2.76384854844494,7,2
"675",175,64.0190737467182,0.205089576227743,0.649822977626064,0.487401820643457,0.745311555453879,2.92456236033048,7,2
"676",176,64.7832066243667,0.217043736246083,0.666632215229093,0.539288251499014,0.168583281863486,2.95947213850412,7,2
"677",177,69.411751251412,0.168258022211395,0.295499790590985,0.73574246340654,0.370469698269758,2.90884178318816,7,2
"678",178,85.5263060480356,0.131528794765472,0.265440568327904,0.678747236728668,0.552610710263252,2.98322027036515,7,2
"679",179,82.1046741604805,0.11411064863205,0.58479043841362,0.379381790757179,0.337972119450569,2.88606193780539,7,2
"680",180,107.591501754173,0.0551270955684595,0.919835658511147,0.57683901512064,0.106177873676643,2.80492105061325,7,2
"681",181,72.0225407928228,0.162976175546646,0.396288111805916,0.350752204656601,0.851291939616203,2.92706099875921,7,2
"682",182,83.9676968214932,0.103059793559177,0.537689207174125,0.645195054800427,0.436483669145741,2.86131375005964,7,2
"683",183,77.5082653015852,0.150318115949631,0.371129035949707,0.635499104857445,0.935889765620232,2.95570735804963,7,2
"684",184,62.0721801966429,0.207978487014771,0.330956071615219,0.852926924824715,0.345472887158394,2.90381241376391,7,2
"685",185,69.4677038788795,0.225693225860596,0.345636829733849,0.616418153047562,0.660403773188591,3.03708441269514,7,2
"686",186,73.2598016666749,0.132705820496852,0.594938717951966,0.657446796169094,0.428585650705408,2.85262144866633,7,2
"687",187,65.30940502882,0.236954942345619,0.714520528912544,0.490744546055794,0.393787503242493,3.00461722621203,7,2
"688",188,81.5713487416506,0.112418815493584,0.735827967524529,0.43236044049263,0.353803291916847,2.87391429143496,7,2
"689",189,84.1532959326519,0.0689794918835708,0.612173327701023,0.505704904638358,0.999758342979476,2.68886225123201,7,2
"690",190,90.4384945482016,0.116789281368256,0.312074899673462,0.380178600549698,0.685985311865807,2.9801096349445,7,2
"691",191,78.5917909554904,0.142384841809981,0.105410394025967,0.323281279765069,0.775182305369526,2.94421812831812,7,2
"692",192,64.2604921609163,0.182531774044037,0.201603323221207,0.343864798545837,0.638227701187134,2.87722656961146,7,2
"693",193,71.4549358640356,0.188435884339915,0.457801745227144,0.358413905031245,0.356127382173987,2.98322807766932,7,2
"694",194,80.3286694202268,0.150599275717868,0.619083825994035,0.605689767216583,0.903559093804146,2.98756402977142,7,2
"695",195,61.1312540620565,0.200460746884346,0.301423594355583,0.384293258190155,0.636222392320633,2.87455595435256,7,2
"696",196,71.6517706239378,0.229816551396271,0.599607195981363,0.681018275019241,0.669113919832176,3.07183515726556,7,2
"697",197,84.3168719559908,0.116989627480507,0.754098623991013,0.468339174985886,0.403203681111336,2.91997633092809,7,2
"698",198,70.3238531901397,0.201312177438648,0.67445148163569,0.629035373237161,0.29545709969895,2.99807536352743,7,2
"699",199,65.2441591918468,0.21890364587307,0.608450636267662,0.527121558785439,0.608479827642441,2.96933627227432,7,2
"700",200,79.2899649739265,0.151457652449608,0.445297136902809,0.797997608780861,0.670876294374466,2.97872767310682,7,2
"701",1,83.3853120803833,0.0595599710941315,0.79265521466732,0.626572802662849,0.0345989465713501,2.61713359530857,7,2
"702",2,77.5418219864368,0.107012391090393,0.391395688056946,0.422510802745819,0.570563867688179,2.80850607072774,7,2
"703",3,76.448393730621,0.0916184255341871,0.720734094502404,0.379874188354578,0.229032522057369,2.72871955376581,7,2
"704",4,83.5264030587275,0.128239808958574,0.208864175369412,0.387884917702762,0.107353691710159,2.95167042148462,7,2
"705",5,78.0955885048569,0.157851389443374,0.540611710978985,0.842985441742081,0.0108407719029939,2.98350141293879,7,2
"706",6,43.019946665252,0.406327319331777,0.591175760172605,0.278299402351605,0.581465405767793,2.876215758261,7,2
"707",7,65.6701909987473,0.18938915994071,0.281394534437883,0.613328778600165,0.913297025601147,2.91209167651397,7,2
"708",8,89.1982855051756,0.108759641647339,0.701976433396339,0.676320612430573,0.397106856107712,2.93718078158112,7,2
"709",9,62.786803445002,0.169000287739781,0.845378167741074,0.381732184200568,0.714111869277699,2.8236241903314,7,2
"710",10,79.5337646603584,0.122967839241028,0.758417576551437,0.672569513320923,0.661938980221748,2.89089462156167,7,2
"711",11,82.0757106542587,0.112610340118408,0.644751578569412,0.378137812018394,0.525217190384865,2.88000757371058,7,2
"712",12,70.1493192321927,0.206729707589471,0.720120388072227,0.437404347930988,0.249800845049322,3.00744981184516,7,2
"713",13,85.0560418367386,0.142481058835983,0.582775473594666,0.60167795419693,0.103277459740639,3.01316747097851,7,2
"714",14,60.5831702649593,0.219374567270279,0.595754384994507,0.607109472155571,0.699447780847549,2.9058902688314,7,2
"715",15,65.5495022439607,0.208906156285737,0.522407093942683,0.322604579772561,0.263923801418608,2.95309003482465,7,2
"716",16,77.902251675725,0.121072381734848,0.558757752180099,0.611165195703506,0.372856959700584,2.86614510721449,7,2
"717",17,71.3764591832179,0.16937607817119,0.279282573144883,0.851462274324149,0.883419567951933,2.93596207241917,7,2
"718",18,101.209475318063,0.0798829340352677,0.348767762770876,0.712692812783644,0.978475805372,2.91289635463472,7,2
"719",19,71.9725458920002,0.126654714345932,0.488108739256859,0.613739386200905,0.343935564160347,2.81695509035281,7,2
"720",20,71.8451744914055,0.192607641220093,0.563976466655731,0.576681330800056,0.277278780937195,2.99746872045332,7,2
"721",21,79.0632178634405,0.111655786633492,0.754186019301414,0.357504412531853,0.268042489886284,2.84383020778314,7,2
"722",22,71.0066292228818,0.141719219274797,0.657548182939904,0.769607102634716,0.401700871679556,2.85402654438515,7,2
"723",23,80.304937477596,0.139277319595775,0.389775860143254,0.528858353353669,0.820658729411662,2.95336489677277,7,2
"724",24,77.3443980515003,0.123056635260582,0.578811168670654,0.656180307269096,0.409938290715218,2.86696276363734,7,2
